Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,30319,244,1900.0,5865.480125391957,1682.8411710012006,386533.7359159994,2932.628879580461,47.448034783460606,0.38185034094674586,1900,2600,3000,3400,4300,5100,8400,135000,378000,386000,387000
,Aggregated,30319,244,1900.0,5865.480125391957,1682.8411710012006,386533.7359159994,2932.628879580461,47.448034783460606,0.38185034094674586,1900,2600,3000,3400,4300,5100,8400,135000,378000,386000,387000
