Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,31597,424,2100.0,6824.136236353433,1684.0522250004142,434737.2816709994,2916.7535842010316,45.13550461046312,0.60567313209597,2100,3100,3500,3800,4900,5700,133000,135000,384000,402000,435000
,Aggregated,31597,424,2100.0,6824.136236353433,1684.0522250004142,434737.2816709994,2916.7535842010316,45.13550461046312,0.60567313209597,2100,3100,3500,3800,4900,5700,133000,135000,384000,402000,435000
