Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,290,0,3400.0,3744.244714168961,1691.158279000092,8527.710626000044,2956.496551724138,2.258590659170537,0.0,3400,3500,3500,5000,5000,6900,6900,8400,8500,8500,8500
,Aggregated,290,0,3400.0,3744.244714168961,1691.158279000092,8527.710626000044,2956.496551724138,2.258590659170537,0.0,3400,3500,3500,5000,5000,6900,6900,8400,8500,8500,8500
