Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,5616,0,1900.0,2465.7215644490598,1689.2572090000613,10004.851349000091,2956.4608262108263,29.52327229370377,0.0,1900,2500,2900,3300,3900,4800,5700,5900,8000,10000,10000
,Aggregated,5616,0,1900.0,2465.7215644490598,1689.2572090000613,10004.851349000091,2956.4608262108263,29.52327229370377,0.0,1900,2500,2900,3300,3900,4800,5700,5900,8000,10000,10000
