Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,30879,487,2500.0,7490.444224426774,1683.655994000219,454910.9003320009,2909.7949415460344,42.098945514777235,0.6639524099127729,2500,3400,3900,4200,5000,6600,134000,135000,417000,434000,455000
,Aggregated,30879,487,2500.0,7490.444224426774,1683.655994000219,454910.9003320009,2909.7949415460344,42.098945514777235,0.6639524099127729,2500,3400,3900,4200,5000,6600,134000,135000,417000,434000,455000
