Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,401,0,3400.0,3807.0946560473785,1688.4536440002194,10004.357743999662,2956.511221945137,2.255684771448399,0.0,3400,3500,3600,5000,5100,6800,7200,8500,10000,10000,10000
,Aggregated,401,0,3400.0,3807.0946560473785,1688.4536440002194,10004.357743999662,2956.511221945137,2.255684771448399,0.0,3400,3500,3600,5000,5100,6800,7200,8500,10000,10000,10000
