Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao de Links,320,0,3400.0,3379.4592638124805,1692.4957409992203,6921.941233000325,2956.64375,2.481945496386416,0.0,3400,3500,3500,3500,5000,6800,6900,6900,6900,6900,6900
,Aggregated,320,0,3400.0,3379.4592638124805,1692.4957409992203,6921.941233000325,2956.64375,2.481945496386416,0.0,3400,3500,3500,3500,5000,6800,6900,6900,6900,6900,6900
